Employee_ID,Employee_Status,Attrition_Flag,Attrition,Age,Age_Group,Gender,Marital_Status,Education,Education_Field,Department,Job_Role,Job_Level,Job_Involvement,Business_Travel,Distance_From_Home,Distance_Category,Daily_Rate,Hourly_Rate,Monthly_Rate,Monthly_Income,Income_Range,Income_Category,Percent_Salary_Hike,Stock_Option_Level,Performance_Rating,Performance_Category,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Overall_Satisfaction,Over_Time,Attrition_Risk,Total_Working_Years,Experience_Group,Years_At_Company,Company_Tenure,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Num_Companies_Worked,Training_Times_Last_Year
639,Active Employee,0,No,24,18-25,Male,Married,3,Medical,Research & Development,Research Scientist,1,4,Travel Rarely,23,Far (16-30 km),691,89,21630,2725,<$3K,Lower Income,11,2,3,Good,2,4,2,3,2.75,Yes,High Risk,6,Mid-Level(6-10),6,4-7 Years,5,1,4,1,3
641,Active Employee,0,No,26,26-35,Male,Married,2,Marketing,Sales,Sales Executive,2,3,Travel Rarely,28,Far (16-30 km),703,66,7428,6272,$6K-<10K,Middle Income,20,2,4,Excellent,1,2,4,4,2.75,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,3,1,4,1,5
643,Active Employee,0,No,24,18-25,Male,Married,2,Other,Research & Development,Laboratory Technician,1,2,Travel Rarely,17,Far (16-30 km),823,94,9100,2127,<$3K,Lower Income,21,1,4,Excellent,4,2,4,3,3.25,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
644,Active Employee,0,No,50,46-55,Male,Married,3,Medical,Human Resources,Manager,5,3,Travel Frequently,3,Near (0-5 km),1246,99,7999,18200,$15K+,Higher Income,11,1,3,Good,1,2,3,3,2.25,No,Low Risk,32,Expert(20+),32,15+ Years,5,10,7,1,2
645,Active Employee,0,No,25,18-25,Male,Married,1,Medical,Sales,Sales Representative,1,3,Travel Rarely,13,Moderate (6-15 km),622,40,26376,2096,<$3K,Lower Income,11,0,3,Good,2,3,3,3,2.75,No,Low Risk,7,Mid-Level(6-10),7,4-7 Years,4,0,6,1,1
647,Ex-Employee,1,Yes,24,18-25,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Frequently,7,Moderate (6-15 km),1287,55,14168,2886,<$3K,Lower Income,16,1,3,Good,1,3,4,3,2.75,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,3,1,2,1,4
648,Ex-Employee,1,Yes,30,26-35,Male,Married,4,Life Sciences,Sales,Sales Representative,1,2,Travel Frequently,12,Moderate (6-15 km),448,74,14470,2033,<$3K,Lower Income,18,1,3,Good,2,1,3,4,2.5,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
649,Active Employee,0,No,34,26-35,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,2,Travel Rarely,1,Near (0-5 km),254,83,22794,3622,$3K-<6K,Lower Middle Income,13,1,3,Good,2,4,4,3,3.25,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,5,1,3,1,3
650,Ex-Employee,1,Yes,31,26-35,Male,Divorced,4,Medical,Sales,Sales Executive,2,3,Travel Rarely,13,Moderate (6-15 km),1365,46,11512,4233,$3K-<6K,Lower Middle Income,17,0,3,Good,2,1,3,1,1.75,No,Low Risk,9,Mid-Level(6-10),3,1-3 Years,1,1,2,2,2
652,Active Employee,0,No,35,35-45,Male,Single,2,Other,Research & Development,Laboratory Technician,2,2,Travel Rarely,25,Far (16-30 km),538,54,14004,3681,$3K-<6K,Lower Middle Income,14,0,3,Good,1,4,4,3,3,No,Low Risk,9,Mid-Level(6-10),3,1-3 Years,2,0,2,4,3
653,Active Employee,0,No,31,26-35,Male,Divorced,4,Medical,Sales,Sales Executive,2,4,Travel Rarely,6,Moderate (6-15 km),525,66,6219,5460,$3K-<6K,Lower Middle Income,22,2,4,Excellent,1,4,4,4,3.25,No,Low Risk,13,Senior(11-20),7,4-7 Years,7,5,7,4,4
655,Active Employee,0,No,27,26-35,Female,Divorced,4,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,6,Moderate (6-15 km),798,66,5013,2187,<$3K,Lower Income,12,2,3,Good,1,3,3,2,2.25,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,3,0,3,0,5
656,Active Employee,0,No,37,35-45,Male,Married,3,Marketing,Sales,Sales Executive,2,3,Travel Rarely,2,Near (0-5 km),558,75,3010,9602,$6K-<10K,Middle Income,11,1,3,Good,4,3,3,2,3,Yes,Moderate Risk,17,Senior(11-20),3,1-3 Years,0,1,0,4,3
657,Active Employee,0,No,20,18-25,Female,Single,3,Life Sciences,Research & Development,Research Scientist,1,2,Travel Rarely,1,Near (0-5 km),959,83,11757,2836,<$3K,Lower Income,13,0,3,Good,4,2,4,4,3.5,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,0
659,Active Employee,0,No,42,35-45,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Rarely,2,Near (0-5 km),622,81,5718,4089,$3K-<6K,Lower Middle Income,13,2,3,Good,3,4,2,3,3,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,2,2,2,1,4
661,Active Employee,0,No,43,35-45,Male,Divorced,4,Other,Research & Development,Research Director,4,2,Travel Rarely,6,Moderate (6-15 km),782,50,2671,16627,$15K+,Higher Income,14,1,3,Good,2,4,3,2,2.75,Yes,Moderate Risk,21,Expert(20+),1,1-3 Years,0,0,0,4,3
662,Active Employee,0,No,38,35-45,Female,Single,1,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,1,Near (0-5 km),362,43,14561,2619,<$3K,Lower Income,17,0,3,Good,3,1,4,2,2.5,No,Low Risk,8,Mid-Level(6-10),0,New Joiner,0,0,0,3,3
663,Active Employee,0,No,43,35-45,Male,Divorced,5,Medical,Research & Development,Laboratory Technician,2,3,Travel Frequently,9,Moderate (6-15 km),1001,72,19627,5679,$3K-<6K,Lower Middle Income,13,1,3,Good,4,3,2,3,3,Yes,Moderate Risk,10,Mid-Level(6-10),8,8-10 Years,7,4,7,3,3
664,Active Employee,0,No,48,46-55,Female,Married,4,Life Sciences,Research & Development,Manager,4,2,Travel Rarely,1,Near (0-5 km),1236,40,17997,15402,$15K+,Higher Income,11,1,3,Good,4,1,1,1,1.75,No,Low Risk,21,Expert(20+),3,1-3 Years,2,0,2,7,3
665,Active Employee,0,No,44,35-45,Female,Single,4,Life Sciences,Human Resources,Human Resources,2,2,Travel Rarely,1,Near (0-5 km),1112,50,26894,5985,$3K-<6K,Lower Middle Income,11,0,3,Good,1,3,2,4,2.5,No,Low Risk,10,Mid-Level(6-10),2,1-3 Years,2,0,2,4,1
666,Active Employee,0,No,34,26-35,Female,Divorced,3,Technical Degree,Sales,Sales Representative,1,3,Travel Rarely,14,Moderate (6-15 km),204,31,2912,2579,<$3K,Lower Income,18,2,3,Good,3,3,4,3,3.25,Yes,Moderate Risk,8,Mid-Level(6-10),8,8-10 Years,2,0,6,1,3
667,Ex-Employee,1,Yes,27,26-35,Male,Divorced,1,Marketing,Sales,Sales Representative,1,3,Travel Rarely,2,Near (0-5 km),1420,85,16346,3041,$3K-<6K,Lower Middle Income,11,1,3,Good,3,1,2,3,2.25,No,Low Risk,5,Junior(3-5),4,4-7 Years,3,0,2,0,3
669,Active Employee,0,No,21,18-25,Male,Single,1,Technical Degree,Sales,Sales Representative,1,3,Travel Rarely,22,Far (16-30 km),1343,49,24444,3447,$3K-<6K,Lower Middle Income,11,0,3,Good,3,3,3,3,3,No,Low Risk,3,Junior(3-5),3,1-3 Years,2,1,2,1,2
671,Active Employee,0,No,44,35-45,Male,Married,4,Other,Research & Development,Manager,5,3,Travel Rarely,3,Near (0-5 km),1315,35,9358,19513,$15K+,Higher Income,12,1,3,Good,4,4,1,4,3.25,Yes,Moderate Risk,26,Expert(20+),2,1-3 Years,2,0,1,4,2
675,Active Employee,0,No,22,18-25,Male,Married,1,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,6,Moderate (6-15 km),604,69,12145,2773,<$3K,Lower Income,20,0,4,Excellent,1,3,4,3,2.75,No,Low Risk,3,Junior(3-5),2,1-3 Years,2,2,2,0,3
677,Active Employee,0,No,33,26-35,Male,Divorced,4,Marketing,Sales,Sales Executive,2,3,Travel Rarely,8,Moderate (6-15 km),1216,39,20431,7104,$6K-<10K,Middle Income,12,0,3,Good,3,3,4,3,3.25,No,Low Risk,6,Mid-Level(6-10),5,4-7 Years,0,1,2,0,3
679,Active Employee,0,No,32,26-35,Female,Married,4,Life Sciences,Research & Development,Research Scientist,2,3,Travel Rarely,9,Moderate (6-15 km),646,92,18089,6322,$6K-<10K,Middle Income,12,1,3,Good,1,4,4,2,2.75,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,4,0,5,1,2
680,Active Employee,0,No,30,26-35,Female,Divorced,3,Medical,Research & Development,Research Scientist,1,3,Travel Frequently,3,Near (0-5 km),160,71,22653,2083,<$3K,Lower Income,20,1,4,Excellent,3,3,3,3,3,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,2
682,Active Employee,0,No,53,46-55,Female,Single,1,Medical,Sales,Sales Executive,2,3,Travel Rarely,1,Near (0-5 km),238,34,7507,8381,$6K-<10K,Middle Income,20,0,4,Excellent,4,1,4,4,3.25,No,Low Risk,18,Senior(11-20),14,10-15 Years,7,8,10,7,2
683,Active Employee,0,No,34,26-35,Male,Married,5,Life Sciences,Research & Development,Research Scientist,1,3,Travel Rarely,1,Near (0-5 km),1397,42,7660,2691,<$3K,Lower Income,12,1,3,Good,2,4,4,2,3,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,9,8,8,1,4
684,Ex-Employee,1,Yes,45,35-45,Female,Married,4,Life Sciences,Sales,Sales Executive,2,3,Travel Frequently,26,Far (16-30 km),306,100,5630,4286,$3K-<6K,Lower Middle Income,14,2,3,Good,1,1,4,3,2.25,No,Low Risk,5,Junior(3-5),1,1-3 Years,1,0,0,2,4
686,Active Employee,0,No,26,26-35,Female,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,3,Travel Rarely,6,Moderate (6-15 km),991,71,17759,2659,<$3K,Lower Income,13,1,3,Good,3,4,3,3,3.25,Yes,Moderate Risk,3,Junior(3-5),3,1-3 Years,2,0,2,1,2
689,Active Employee,0,No,37,35-45,Male,Married,3,Other,Research & Development,Manufacturing Director,3,3,Travel Rarely,3,Near (0-5 km),482,36,9606,9434,$6K-<10K,Middle Income,15,1,3,Good,3,3,3,3,3,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,7,8,1,2
690,Active Employee,0,No,29,26-35,Female,Married,2,Medical,Sales,Sales Executive,2,3,Travel Rarely,3,Near (0-5 km),1176,62,3487,5561,$3K-<6K,Lower Middle Income,14,1,3,Good,2,3,1,2,2,No,Low Risk,6,Mid-Level(6-10),6,4-7 Years,0,1,2,1,5
691,Active Employee,0,No,35,35-45,Male,Single,4,Life Sciences,Research & Development,Research Scientist,2,1,Travel Rarely,6,Moderate (6-15 km),1017,82,19368,6646,$6K-<10K,Middle Income,13,0,3,Good,2,4,2,3,2.75,No,Low Risk,17,Senior(11-20),17,15+ Years,11,11,8,1,3
692,Active Employee,0,No,33,26-35,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,2,3,Travel Frequently,6,Moderate (6-15 km),1296,30,5335,7725,$6K-<10K,Middle Income,23,1,4,Excellent,3,4,3,1,2.75,No,Low Risk,15,Senior(11-20),13,10-15 Years,11,4,7,3,2
698,Active Employee,0,No,54,46-55,Male,Married,4,Medical,Human Resources,Human Resources,3,3,Travel Rarely,19,Far (16-30 km),397,88,6729,10725,$10K-<15K,Upper Middle Income,15,1,3,Good,3,2,3,4,3,No,Low Risk,16,Senior(11-20),9,8-10 Years,7,7,1,2,1
699,Active Employee,0,No,36,35-45,Male,Divorced,2,Medical,Research & Development,Manufacturing Director,2,2,Travel Rarely,9,Moderate (6-15 km),913,48,13934,8847,$6K-<10K,Middle Income,11,1,3,Good,2,2,3,3,2.5,Yes,Moderate Risk,13,Senior(11-20),3,1-3 Years,2,0,2,2,2
700,Active Employee,0,No,27,26-35,Male,Single,4,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,3,Near (0-5 km),1115,54,15174,2045,<$3K,Lower Income,13,0,3,Good,1,4,4,3,3,No,Low Risk,5,Junior(3-5),4,4-7 Years,2,1,1,0,0
701,Ex-Employee,1,Yes,20,18-25,Male,Single,1,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,10,Moderate (6-15 km),1362,32,26999,1009,<$3K,Lower Income,11,0,3,Good,4,3,4,3,3.5,Yes,Moderate Risk,1,Fresher(0-2),1,1-3 Years,0,1,1,1,5
702,Ex-Employee,1,Yes,33,26-35,Male,Single,3,Life Sciences,Research & Development,Research Scientist,1,3,Travel Frequently,3,Near (0-5 km),1076,70,3164,3348,$3K-<6K,Lower Middle Income,11,0,3,Good,1,1,1,3,1.5,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,8,9,7,1,3
704,Active Employee,0,No,35,35-45,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,2,Non-Travel,3,Near (0-5 km),727,41,16900,1281,<$3K,Lower Income,18,2,3,Good,3,3,3,3,3,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,3
705,Active Employee,0,No,23,18-25,Male,Married,3,Medical,Research & Development,Research Scientist,1,4,Travel Rarely,4,Near (0-5 km),885,58,8544,2819,<$3K,Lower Income,16,1,3,Good,1,1,1,4,1.75,No,Low Risk,5,Junior(3-5),3,1-3 Years,2,0,2,2,3
707,Active Employee,0,No,25,18-25,Male,Married,3,Life Sciences,Sales,Sales Executive,2,4,Travel Rarely,8,Moderate (6-15 km),810,57,15678,4851,$3K-<6K,Lower Middle Income,22,1,4,Excellent,4,2,3,3,3,No,Low Risk,4,Junior(3-5),3,1-3 Years,2,1,2,0,4
709,Active Employee,0,No,38,35-45,Female,Single,4,Marketing,Sales,Sales Executive,2,2,Travel Rarely,7,Moderate (6-15 km),243,46,7791,4028,$3K-<6K,Lower Middle Income,20,0,4,Excellent,4,4,1,3,3,No,Low Risk,8,Mid-Level(6-10),7,4-7 Years,7,0,5,0,2
710,Active Employee,0,No,29,26-35,Male,Divorced,4,Life Sciences,Research & Development,Research Scientist,1,1,Travel Frequently,1,Near (0-5 km),806,76,18959,2720,<$3K,Lower Income,18,1,3,Good,2,4,4,3,3.25,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,2,8,1,5
712,Active Employee,0,No,48,46-55,Male,Married,1,Marketing,Sales,Sales Executive,2,4,Travel Rarely,2,Near (0-5 km),817,56,18597,8120,$6K-<10K,Middle Income,12,0,3,Good,2,2,4,3,2.75,No,Low Risk,12,Senior(11-20),2,1-3 Years,2,2,2,3,3
714,Active Employee,0,No,27,26-35,Female,Divorced,1,Medical,Sales,Sales Executive,2,4,Travel Frequently,3,Near (0-5 km),1410,71,16673,4647,$3K-<6K,Lower Middle Income,20,2,4,Excellent,4,4,2,3,3.25,Yes,Moderate Risk,6,Mid-Level(6-10),6,4-7 Years,5,0,4,1,3
715,Active Employee,0,No,37,35-45,Male,Single,2,Life Sciences,Research & Development,Research Scientist,1,4,Travel Rarely,10,Moderate (6-15 km),1225,80,15232,4680,$3K-<6K,Lower Middle Income,17,0,3,Good,4,4,1,3,3,No,Low Risk,4,Junior(3-5),1,1-3 Years,0,0,0,3,2
716,Active Employee,0,No,50,46-55,Male,Married,1,Medical,Research & Development,Laboratory Technician,1,4,Travel Rarely,28,Far (16-30 km),1207,74,3297,3221,$3K-<6K,Lower Middle Income,11,3,3,Good,4,3,3,3,3.25,Yes,High Risk,20,Senior(11-20),20,15+ Years,8,3,8,1,3
717,Active Employee,0,No,34,26-35,Female,Single,3,Medical,Research & Development,Healthcare Representative,3,2,Travel Rarely,9,Moderate (6-15 km),1442,46,17654,8621,$6K-<10K,Middle Income,14,0,3,Good,4,2,2,4,3,No,Low Risk,9,Mid-Level(6-10),8,8-10 Years,7,7,7,1,3
720,Ex-Employee,1,Yes,24,18-25,Female,Single,2,Life Sciences,Sales,Sales Executive,2,3,Travel Rarely,3,Near (0-5 km),693,65,24785,4577,$3K-<6K,Lower Middle Income,14,0,3,Good,1,3,1,3,2,No,Low Risk,4,Junior(3-5),2,1-3 Years,2,2,0,9,3
721,Active Employee,0,No,39,35-45,Female,Single,4,Technical Degree,Research & Development,Healthcare Representative,2,2,Travel Rarely,2,Near (0-5 km),408,80,20978,4553,$3K-<6K,Lower Middle Income,11,0,3,Good,4,3,1,3,2.75,No,Low Risk,20,Senior(11-20),20,15+ Years,7,11,10,1,4
722,Active Employee,0,No,32,26-35,Male,Single,3,Marketing,Sales,Sales Executive,2,3,Travel Rarely,10,Moderate (6-15 km),929,55,21703,5396,$3K-<6K,Lower Middle Income,12,0,3,Good,4,4,4,2,3.5,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,7,0,8,1,2
723,Ex-Employee,1,Yes,50,46-55,Male,Married,2,Technical Degree,Sales,Sales Executive,2,3,Travel Frequently,8,Moderate (6-15 km),562,50,23452,6796,$6K-<10K,Middle Income,14,1,3,Good,2,3,1,3,2.25,Yes,Moderate Risk,18,Senior(11-20),4,4-7 Years,3,1,3,3,4
724,Active Employee,0,No,38,35-45,Female,Single,4,Life Sciences,Research & Development,Healthcare Representative,2,4,Travel Rarely,1,Near (0-5 km),827,33,19383,7625,$6K-<10K,Middle Income,13,0,3,Good,2,4,3,2,2.75,No,Low Risk,10,Mid-Level(6-10),9,8-10 Years,7,1,8,0,4
725,Active Employee,0,No,27,26-35,Female,Married,2,Life Sciences,Research & Development,Manufacturing Director,3,3,Travel Rarely,1,Near (0-5 km),608,68,6009,7412,$6K-<10K,Middle Income,11,0,3,Good,3,1,4,3,2.75,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,7,0,7,1,3
727,Active Employee,0,No,32,26-35,Female,Single,2,Life Sciences,Research & Development,Research Director,3,3,Travel Rarely,3,Near (0-5 km),1018,39,19373,11159,$10K-<15K,Upper Middle Income,15,0,3,Good,3,4,4,3,3.5,No,Low Risk,10,Mid-Level(6-10),7,4-7 Years,7,7,7,3,6
728,Active Employee,0,No,47,46-55,Male,Single,4,Marketing,Sales,Sales Executive,2,3,Travel Rarely,14,Moderate (6-15 km),703,42,11825,4960,$3K-<6K,Lower Middle Income,12,0,3,Good,4,1,4,3,3,No,Low Risk,20,Senior(11-20),7,4-7 Years,7,1,7,2,2
729,Active Employee,0,No,40,35-45,Male,Married,4,Life Sciences,Sales,Sales Executive,3,2,Travel Frequently,5,Near (0-5 km),580,48,23772,10475,$10K-<15K,Upper Middle Income,21,1,4,Excellent,4,1,3,3,2.75,Yes,Moderate Risk,20,Senior(11-20),18,15+ Years,13,1,12,5,2
730,Active Employee,0,No,53,46-55,Male,Married,3,Life Sciences,Research & Development,Research Director,4,4,Travel Rarely,7,Moderate (6-15 km),970,59,13514,14814,$10K-<15K,Upper Middle Income,19,0,3,Good,3,3,3,3,3,No,Low Risk,32,Expert(20+),5,4-7 Years,1,1,3,3,3
731,Active Employee,0,No,41,35-45,Male,Divorced,4,Human Resources,Human Resources,Manager,5,2,Travel Rarely,10,Moderate (6-15 km),427,73,8861,19141,$15K+,Higher Income,15,3,3,Good,2,4,2,2,2.5,No,Low Risk,23,Expert(20+),21,15+ Years,6,12,6,3,2
732,Active Employee,0,No,60,56+,Male,Single,4,Marketing,Sales,Sales Executive,2,3,Travel Rarely,16,Far (16-30 km),1179,84,11924,5405,$3K-<6K,Lower Middle Income,14,0,3,Good,1,1,4,3,2.25,No,Low Risk,10,Mid-Level(6-10),2,1-3 Years,2,2,2,8,1
733,Active Employee,0,No,27,26-35,Male,Divorced,2,Life Sciences,Research & Development,Manufacturing Director,3,3,Travel Frequently,10,Moderate (6-15 km),294,32,4809,8793,$6K-<10K,Middle Income,21,2,4,Excellent,4,1,3,2,2.5,No,Low Risk,9,Mid-Level(6-10),9,8-10 Years,7,1,7,1,4
734,Active Employee,0,No,41,35-45,Male,Married,3,Human Resources,Human Resources,Manager,5,2,Travel Rarely,1,Near (0-5 km),314,59,19562,19189,$15K+,Higher Income,12,1,3,Good,4,3,2,3,3,No,Low Risk,22,Expert(20+),22,15+ Years,7,2,10,1,3
738,Active Employee,0,No,50,46-55,Male,Married,4,Marketing,Sales,Sales Representative,1,3,Travel Rarely,8,Moderate (6-15 km),316,54,9983,3875,$3K-<6K,Lower Middle Income,15,1,3,Good,4,2,4,3,3.25,No,Low Risk,4,Junior(3-5),2,1-3 Years,2,2,2,7,2
741,Ex-Employee,1,Yes,28,26-35,Female,Single,2,Life Sciences,Research & Development,Research Scientist,1,1,Travel Rarely,1,Near (0-5 km),654,67,3872,2216,<$3K,Lower Income,13,0,3,Good,1,2,4,3,2.5,Yes,Moderate Risk,10,Mid-Level(6-10),7,4-7 Years,7,3,7,7,4
742,Active Employee,0,No,36,35-45,Female,Married,3,Life Sciences,Research & Development,Research Director,3,4,Non-Travel,8,Moderate (6-15 km),427,63,20335,11713,$10K-<15K,Upper Middle Income,14,1,3,Good,1,1,1,3,1.5,No,Low Risk,10,Mid-Level(6-10),8,8-10 Years,7,0,5,9,2
743,Active Employee,0,No,38,35-45,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,3,3,Travel Rarely,1,Near (0-5 km),168,81,15397,7861,$6K-<10K,Middle Income,14,0,3,Good,3,3,4,4,3.5,Yes,Moderate Risk,10,Mid-Level(6-10),1,1-3 Years,0,0,0,4,4
744,Active Employee,0,No,44,35-45,Male,Single,3,Medical,Research & Development,Laboratory Technician,1,1,Non-Travel,24,Far (16-30 km),381,49,2104,3708,$3K-<6K,Lower Middle Income,14,0,3,Good,1,3,3,3,2.5,No,Low Risk,9,Mid-Level(6-10),5,4-7 Years,2,1,4,2,5
746,Active Employee,0,No,47,46-55,Female,Divorced,3,Medical,Sales,Sales Executive,4,3,Travel Frequently,3,Near (0-5 km),217,49,10225,13770,$10K-<15K,Upper Middle Income,12,2,3,Good,4,3,4,2,3.25,Yes,High Risk,28,Expert(20+),22,15+ Years,2,11,13,9,2
747,Active Employee,0,No,30,26-35,Male,Divorced,5,Marketing,Sales,Sales Executive,2,3,Travel Rarely,27,Far (16-30 km),501,99,25275,5304,$3K-<6K,Lower Middle Income,23,1,4,Excellent,3,4,4,2,3.25,No,Low Risk,10,Mid-Level(6-10),8,8-10 Years,7,7,7,7,2
749,Active Employee,0,No,29,26-35,Male,Single,3,Life Sciences,Sales,Sales Representative,1,3,Travel Rarely,10,Moderate (6-15 km),1396,99,2755,2642,<$3K,Lower Income,11,0,3,Good,3,3,3,3,3,No,Low Risk,1,Fresher(0-2),1,1-3 Years,0,0,0,1,6
752,Ex-Employee,1,Yes,42,35-45,Male,Divorced,3,Medical,Research & Development,Research Scientist,1,4,Travel Frequently,19,Far (16-30 km),933,57,20366,2759,<$3K,Lower Income,12,0,3,Good,3,3,4,3,3.25,Yes,High Risk,7,Mid-Level(6-10),2,1-3 Years,2,2,2,6,2
754,Active Employee,0,No,43,35-45,Male,Married,3,Life Sciences,Sales,Sales Executive,2,2,Travel Frequently,15,Moderate (6-15 km),775,47,23683,6804,$6K-<10K,Middle Income,18,1,3,Good,4,4,3,3,3.5,No,Low Risk,7,Mid-Level(6-10),2,1-3 Years,2,2,2,3,5
757,Active Employee,0,No,34,26-35,Female,Single,2,Medical,Research & Development,Healthcare Representative,2,3,Travel Rarely,8,Moderate (6-15 km),970,96,7360,6142,$6K-<10K,Middle Income,11,0,3,Good,2,3,4,3,3,No,Low Risk,10,Mid-Level(6-10),5,4-7 Years,1,4,3,3,2
758,Active Employee,0,No,23,18-25,Male,Married,1,Medical,Research & Development,Laboratory Technician,1,3,Travel Rarely,9,Moderate (6-15 km),650,37,4344,2500,<$3K,Lower Income,14,1,3,Good,2,1,4,4,2.75,No,Low Risk,5,Junior(3-5),4,4-7 Years,3,0,2,1,2
760,Active Employee,0,No,39,35-45,Female,Married,3,Human Resources,Human Resources,Human Resources,2,4,Travel Rarely,3,Near (0-5 km),141,44,18767,6389,$6K-<10K,Middle Income,15,1,3,Good,3,2,3,1,2.25,No,Low Risk,12,Senior(11-20),8,8-10 Years,3,3,6,9,3
762,Active Employee,0,No,56,56+,Male,Married,3,Medical,Research & Development,Healthcare Representative,4,3,Travel Rarely,9,Moderate (6-15 km),832,81,20420,11103,$10K-<15K,Upper Middle Income,11,0,3,Good,3,4,3,2,3,No,Low Risk,30,Expert(20+),10,8-10 Years,7,1,1,7,1
763,Active Employee,0,No,40,35-45,Female,Single,1,Medical,Research & Development,Research Scientist,1,2,Travel Rarely,2,Near (0-5 km),804,86,22929,2342,<$3K,Lower Income,20,0,4,Excellent,4,4,4,2,3.5,Yes,Moderate Risk,5,Junior(3-5),4,4-7 Years,2,2,3,0,2
764,Active Employee,0,No,27,26-35,Female,Single,3,Medical,Research & Development,Healthcare Representative,2,2,Travel Rarely,7,Moderate (6-15 km),975,55,23398,6811,$6K-<10K,Middle Income,19,0,3,Good,4,1,1,1,1.75,No,Low Risk,9,Mid-Level(6-10),7,4-7 Years,6,0,7,8,2
766,Active Employee,0,No,29,26-35,Male,Divorced,3,Marketing,Sales,Sales Representative,1,3,Travel Rarely,10,Moderate (6-15 km),1090,83,17967,2297,<$3K,Lower Income,14,2,3,Good,4,2,4,3,3.25,No,Low Risk,2,Fresher(0-2),2,1-3 Years,2,2,2,1,2
769,Active Employee,0,No,53,46-55,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,2,3,Travel Rarely,6,Moderate (6-15 km),346,86,10919,2450,<$3K,Lower Income,17,0,3,Good,4,4,4,3,3.75,No,Low Risk,19,Senior(11-20),2,1-3 Years,2,2,2,2,4
771,Active Employee,0,No,35,35-45,Female,Divorced,4,Life Sciences,Research & Development,Healthcare Representative,2,3,Non-Travel,2,Near (0-5 km),1225,61,4761,5093,$3K-<6K,Lower Middle Income,11,1,3,Good,4,1,1,4,2.5,No,Low Risk,16,Senior(11-20),1,1-3 Years,0,0,0,2,2
772,Active Employee,0,No,32,26-35,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,2,3,Travel Frequently,24,Far (16-30 km),430,80,21146,5309,$3K-<6K,Lower Middle Income,15,2,3,Good,1,4,4,3,3,No,Low Risk,10,Mid-Level(6-10),10,8-10 Years,8,4,7,1,2
773,Active Employee,0,No,38,35-45,Male,Married,5,Medical,Research & Development,Research Scientist,1,3,Travel Rarely,2,Near (0-5 km),268,92,20471,3057,$3K-<6K,Lower Middle Income,13,1,3,Good,4,3,2,1,2.5,Yes,Moderate Risk,6,Mid-Level(6-10),1,1-3 Years,0,0,1,6,0
775,Active Employee,0,No,34,26-35,Female,Divorced,5,Life Sciences,Research & Development,Manufacturing Director,2,3,Travel Rarely,8,Moderate (6-15 km),167,32,4187,5121,$3K-<6K,Lower Middle Income,14,1,3,Good,2,1,3,3,2.25,No,Low Risk,7,Mid-Level(6-10),0,New Joiner,0,0,0,3,3
776,Active Employee,0,No,52,46-55,Male,Married,4,Marketing,Sales,Manager,4,2,Travel Rarely,3,Near (0-5 km),621,31,10084,16856,$15K+,Higher Income,11,0,3,Good,3,1,1,4,2.25,No,Low Risk,34,Expert(20+),34,15+ Years,6,1,16,1,3
780,Ex-Employee,1,Yes,33,26-35,Male,Single,4,Other,Research & Development,Research Scientist,1,3,Travel Rarely,1,Near (0-5 km),527,63,5207,2686,<$3K,Lower Income,13,0,3,Good,4,4,3,2,3.25,Yes,High Risk,10,Mid-Level(6-10),10,8-10 Years,9,7,8,1,2
